"","municipality","code","DP","state","eb_ntp_2003","eb_ntp_2004","eb_ntp_2005","eb_ntp_2006","eb_ntp_2007","eb_ntp_2008","eb_ntp_2009","eb_ntp_2010","eb_ntp_2011","eb_ntp_2012","eb_ntp_2013","eb_ntp_2014","eb_ntp_2015","eb_ntp_2016","eb_ntp_2017","eb_ntp_2018","eb_nmr_2003","eb_nmr_2004","eb_nmr_2005","eb_nmr_2006","eb_nmr_2007","eb_nmr_2008","eb_nmr_2009","eb_nmr_2010","eb_nmr_2011","eb_nmr_2012","eb_nmr_2013","eb_nmr_2014","eb_nmr_2015","eb_nmr_2016","eb_nmr_2017","eb_nmr_2018","eb_ndvr_2010","eb_ndvr_2011","eb_ndvr_2012","eb_ndvr_2013","eb_ndvr_2014","eb_ndvr_2015","eb_ndvr_2016","eb_ndvr_2017","eb_ndvr_2018","eb_npir_2010","eb_npir_2011","eb_npir_2012","eb_npir_2013","eb_npir_2014","eb_npir_2015","eb_npir_2016","eb_npir_2017","eb_npir_2018","eb_nubr_1998","eb_nubr_1999","eb_nubr_2000","eb_nubr_2001","eb_nubr_2002","eb_nubr_2003","eb_nubr_2004","eb_nubr_2005","eb_nubr_2006","eb_nubr_2007","eb_nubr_2008","eb_nubr_2009","eb_nubr_2010","eb_nubr_2011","eb_nubr_2012","eb_nubr_2013","eb_nubr_2014","eb_nubr_2015","nimr2005","nimr2006","nimr2007","nimr2008","nimr2009","nimr2010","nimr2011","nimr2012","nimr2013","nimr2014","nimr2015","Litr2005","Litr2018","nmpr_2005","nmpr_2018","nmrpr_2005","nmrpr_2018"
"918","San Luis",73678,73,"Tolima",9999.58015694414,9999.46008961433,9999.51076058509,9998.79278141972,9999.37384991135,9999.49244834161,9999.47565700571,9999.50085646652,9999.00400260964,9993.77100280376,9997.00528244718,9996.98571339292,9997.04907590721,9988.50097590528,9993.35474095198,9981.60458205703,9996.20883746447,9997.67796093601,9998.74140767729,9998.24406568589,9997.37135207031,9996.91970799174,9995.83962160049,9997.73408903049,9999.01567989152,9998.74596607031,9999.07046554285,9998.45419885796,9998.78332500163,9998.54762992758,9998.04662944035,9998.09889544883,9999.53154949835,9999.49007502797,9999.05704241749,9997.99567390545,9996.30761693159,9994.83811357007,9986.07296463613,9993.04527820742,9995.70166578133,9996.84153205848,9997.28689627358,9982.92422797032,9987.07307431199,9984.36273172051,9987.64457296277,9969.27210818117,9972.0991060493,9962.86060480467,95.0076672541519,94.6128198455237,94.8158495728212,95.1767761218257,94.9982910027537,95.1791221295288,94.2103164132998,95.0035184325194,94.8932251227282,94.2014203898155,93.4200983562566,92.7721723143378,93.2431380334761,92.6981414839874,93.6152995775521,93.7393526405451,93.675295200363,93.9166614420882,971.85,971.85,971.85,971.85,971.85,971.85,971.85,971.85,971.85,972.419589591622,970.549086157725,79.5816,86.56139,25.69961,60.6,21.67825,57.2
"919","Chipatá",68179,68,"Santander",9994.82075875608,9996.50126406996,9998.0046339941,9997.71701213362,9998.13307784446,9990.69983228703,9992.75656785487,9996.09556437038,9994.06298808023,9993.8980802065,9993.99645538025,9991.81689387075,9990.57602351903,9995.74277414892,9996.31471379394,9995.76934838967,9994.66524530884,9998.19455436437,9997.64950912591,9998.00625295439,9996.92539344915,9998.48094540592,9998.40153031286,9998.11284832896,9998.55201180771,9998.50967138216,9998.7588422194,9998.65341704429,9998.80501599896,9998.76635376598,9998.79021442429,9998.93059803238,9992.54184984818,9993.42025488962,9993.14875461604,9994.78656110701,9993.96843817713,9994.85324688886,9992.29973118525,9992.10708255856,9987.57596737621,9982.61475721717,9986.69143024742,9986.1182515859,9977.76045489964,9980.05573877923,9983.54942699631,9985.6143673374,9985.5866456215,9980.94484605905,93.8905328959172,94.2443313787812,93.1638467842707,93.9404870563707,91.8904847080403,92.6717320235159,93.1789137924038,93.0317263277223,92.931875812228,92.7102450799009,91.410355776892,90.2670290326423,92.839455257341,92.4535190111779,92.6488736247416,92.7378712540012,92.827266765207,92.9966612468601,982.04,982.37,982.7,983.03,983.35,983.68,985.076600808999,986.568940728099,986.568940728099,986.649706443063,984.936863779708,77.85593,84.4413,25.46809,57.2,21.51097,53.5
"920","La Pedrera",91407,91,"Amazonas",9996.4271994957,9996.88574044579,9997.02048218609,9997.15570462948,9997.57328472911,9997.06546805577,9997.02562516788,9997.34054449849,9997.40840741783,9997.49694710951,9997.17493247038,9997.61109252561,9997.65368866416,9997.56474739071,9997.03906698366,9993.8392292511,9998.02506646411,9998.80287907582,9998.08050084163,9998.39680527014,9998.70455134295,9998.72000910216,9999.15691261399,9998.6114389658,9998.49021384062,9998.64312948615,9998.52430206195,9998.06523780294,9998.81956376323,9997.84305154302,9999.23025606815,9998.94029308466,9997.23335710773,9996.79688706785,9997.38650074048,9997.42001693333,9997.24256659563,9997.42108130408,9997.72243031731,9996.79279514569,9996.95018301795,9996.86757531604,9996.48744391182,9997.06226908414,9997.21416440552,9997.35349638956,9997.44761224129,9997.32925864684,9997.04649552084,9997.16244658046,96.2732919254658,95.5696202531646,94.4006309148265,95.0455635169678,95.4627120352695,95.926014929917,94.710404519817,93.52,93.4140952700451,91.6930379746835,93.0385601400609,93.6102236421725,94.2545949759942,94.5827232796486,94.4266495836003,92.4113475177305,93.9240115401543,93.6912751677852,943.51,943.51,943.51,943.51,943.51,943.51,949.159,949.159,949.159,954.2431,948.461258116,78.15534,85.55412,16.42797,9.09999999999999,10.288549,9.09999999999999
"921","San Rafael",5667,5,"Antioquia",9995.41179888685,9991.81703979654,9995.85526959564,9998.37799764301,9999.01143736764,9998.99071885381,9998.89422984481,9999.0423974722,9998.83860553185,9998.90842301226,9998.88286772041,9991.22053343126,9987.06531334212,9989.39790007747,9985.82285853006,9982.96670325369,9988.53104953518,9984.73197715617,9990.14417117339,9995.81583689363,9997.6716490836,9996.65895632162,9997.36605439976,9997.94669349604,9996.15884657337,9998.56625269596,9998.12565023086,9998.3847993614,9997.51274756229,9996.96328774421,9998.44991746152,9999.53572068005,9999.20718652585,9999.13144569083,9998.6360891292,9998.02092777705,9990.58115082913,9990.01916753821,9981.22039771773,9986.50199490547,9995.05306977438,9999.57169840646,9999.14538707629,9998.7796262902,9998.74353462156,9988.58958264552,9986.71298178947,9947.9921977256,9970.37753287912,9978.5335468111,92.8759461633988,93.4366577192813,92.6370978648076,92.6041821342202,92.9468189924545,90.9943541609548,92.9541536721449,92.0955404041617,92.3202524465351,92.7418404582812,91.698169632318,90.8293004499592,90.4968940926219,91.2943619751089,92.4091803878978,91.5180149105446,91.6698473435955,90.3404023098201,981.56,981.76,981.97,982.17,982.38,982.58,983.742509359512,983.835280278363,983.991194896159,984.414444214156,982.855888635572,85.7842,90.89812,35.19828,63.2,18.4815,48.6
"922","La Chorrera",91405,91,"Amazonas",9996.33077351904,9996.76616585527,9996.88765868755,9997.03751213081,9997.45158245632,9996.71647104013,9996.71048216691,9997.07896041119,9997.12361710911,9997.22807843472,9996.79340856932,9997.2651540749,9997.17618416325,9996.96483108763,9996.3826708631,9991.90925548624,9998.02506646411,9998.80287907582,9998.08050084163,9998.39680527014,9998.70455134295,9998.72000910216,9999.15691261399,9998.6114389658,9998.49021384062,9998.64312948615,9998.52430206195,9997.94809082162,9998.81956376323,9997.8041077509,9999.23025606815,9998.94029308466,9996.81208666076,9996.19790818717,9996.86245016533,9996.84037266186,9996.6498973999,9996.7805219178,9997.20321333435,9996.05585826711,9996.13679068363,9996.31081059796,9995.8197311084,9996.46258091744,9996.57451011563,9996.72847856685,9996.78329339734,9996.581999365,9996.19290237733,9996.30612565997,96.2732919254658,95.5696202531646,94.4006309148265,95.0602809698342,95.5971722674559,93.5333860104322,93.0732770225251,93.52,93.588977534008,91.6930379746835,92.8608921641634,93.6102236421725,93.9325032514937,94.5827232796486,94.4266495836003,92.4113475177305,92.848768803165,93.6912751677852,948.61,948.61,948.61,948.61,948.61,948.61,953.749,953.749,954.575778825563,958.54039718052,957.52145371,90.16084,94.54977,13.71485,11.9,13.0613174,11.9
"923","Santa Rosa",19701,19,"Cauca",9999.63327242075,9999.55443031653,9999.45771418809,9999.56854824493,9999.5214127604,9998.62234449505,9999.56962450494,9999.5158209311,9999.52591954648,9997.42169916547,9998.47492884494,9998.50142182975,9997.58666531908,9997.6240104121,9999.46525492659,9996.83305525192,9998.40065917113,9994.89349904707,9998.99910449431,9998.84948713015,9996.99758111144,9996.48939053403,9998.60941715284,9998.94816473606,9997.30519492727,9997.13950313973,9997.40550305188,9998.18889812195,9998.13790261971,9998.96173209178,9999.08194464091,9998.28901478878,9999.69902352978,9999.69419131109,9998.96582966332,9999.53860443925,9998.39275666706,9995.62586983412,9997.4380727921,9999.18222998048,9999.22386951517,9996.62265338444,9998.94280021031,9992.4558964568,9996.77407234568,9997.76310797134,9994.10031518709,9994.73645461375,9995.76159195332,9996.7447572379,96.0943284230869,95.1508826783961,94.7659500854499,94.0557518566344,93.6121185895753,93.9521027424727,93.3480262995924,92.1514791514606,91.6739163862858,92.5292114199832,92.3874865089068,91.3486979434075,91.6457170298622,92.1053762589729,92.2353977282798,93.4095290984028,92.3832860849524,92.1519453677643,959.22,960.32,961.41,962.51,963.6,964.7,966.539745638436,966.563561624402,969.907205461962,969.907205461962,966.897926008158,83.58389,92.97341,12.09434,33.9,9.77732,30.2
"924","San Juan de Rioseco",25662,25,"Cundinamarca",9997.08719577162,9996.80091249497,9997.80798090292,9996.98759437364,9996.13958014456,9997.63763067187,9990.85814499782,9996.80579450939,9997.53532188192,9997.44375667664,9996.43020982525,9998.12907571203,9998.74494325632,9991.15943314415,9990.4774511409,9992.41342484921,9976.68179943256,9997.19152760142,9997.16464286544,9998.09836122551,9998.42523922985,9998.97374566859,9998.36709719305,9998.37443083109,9998.95683345629,9998.65995984206,9998.43720444111,9998.59178434066,9998.16648431941,9999.03807519871,9998.65113855108,9998.67762870979,9998.827901101,9999.54366762464,9999.00027189394,9998.49086552151,9998.81623641971,9991.59710902585,9984.16093518323,9976.30245379063,9987.81297626487,9994.79264873702,9987.80227187259,9994.59929896793,9993.09050034088,9997.00030225292,9991.72766351892,9969.87877515717,9979.61435499339,9976.86305443711,93.5002800539091,91.5126163462463,94.0449605569137,92.572148641771,92.617092104338,91.4675886898266,89.7689921498505,92.4691563793658,91.6317632988351,90.4954939694457,91.6284850556766,90.6333322307326,90.7761239905596,91.1477488868473,91.3947070360869,88.420645033186,90.9849573393439,89.5807431139528,985.77,985.93,986.08,986.24,986.4,986.56,986.668742658126,986.668742658126,986.689895313983,987.876607347401,987.97297227,80.55431,89.62642,40.2426,64.4,29.76065,53.2
"925","Zona Bananera",47980,47,"Magdalena",9999.84033504467,9999.51317028872,9999.81797122846,9999.32559636149,9998.9955178295,9999.69529466527,9998.84184437542,9998.34886503742,9999.1922652071,9998.98894258846,9999.16655494781,9999.1816378346,9998.99390906375,9997.54084260179,9997.70752321747,9995.49112961498,9989.40351828811,9991.98720293669,9994.21367288789,9996.5240989973,9996.67644390668,9997.64566075096,9997.11995854473,9995.96378678837,9997.11967996063,9995.60197839645,9997.16615873204,9998.1950248214,9998.34349221575,9998.14880877403,9998.056914745,9998.06318492888,9999.33993290672,9999.83429277253,9998.68732601258,9998.51821018639,9998.20906755018,9996.13350874168,9994.85974302885,9993.95563261602,9995.93357720833,9994.27459863007,9997.31403318763,9995.95733348266,9995.96094242936,9996.61208385628,9997.03187433655,9986.56590570931,9986.45364728125,9982.10632081324,94.0596293191472,93.7701428577266,92.8359216790639,93.3015372302939,94.4900509922273,93.0202127705211,93.9572004580957,94.7110338306227,92.2008614975886,93.3118429074687,91.349332959227,92.407241739028,92.2485317233,92.3470746413522,92.2060512962564,91.0399279792911,91.7668058010043,91.1085418061655,976.49,977.01,977.54,978.06,978.58,979.1,979.1,980.93700858793,982.843307729137,984.433440991279,985.37641488,81.00427,88.91509,16.71788,51.4,16.18167,51.4
"926","La Cumbre",76377,76,"Valle del Cauca",9999.49249046547,9999.44741401549,9997.26166415418,9991.43149494677,9992.480275145,9987.59219285338,9984.05255088451,9989.90273114032,9974.48055128852,9978.1244872417,9981.58540148423,9984.83256428814,9982.65054529775,9976.64649254612,9977.15113045338,9988.1442902029,9987.72290979792,9990.67265742357,9991.26917309571,9992.90277747702,9992.47421123233,9994.10734239456,9994.7201801755,9994.2433578487,9995.03606426196,9993.52859592806,9993.06549440391,9994.47093146239,9995.57772062612,9996.06725810483,9995.77179478894,9995.39838762214,9998.21411262747,9997.50464303627,9993.58015562034,9990.37830318701,9991.37306757757,9985.55939480488,9973.29299095536,9980.40822954714,9983.87105804033,9990.23661642011,9988.48587172863,9977.32137239879,9972.38364775297,9975.10528188885,9975.042642341,9967.16622658208,9964.57010225006,9966.98755925852,93.4253305670192,93.4467114356809,92.6413382533137,92.597672329716,92.0959646622844,92.5863798575822,92.1051504219931,91.4257303227707,91.1086718199292,91.4423245429553,91.210744039175,91.0809692176934,90.6962596630922,91.2432640531995,91.2624455458186,91.1370760927456,91.8734986817199,91.6056525121863,981.37,981.67,981.97,982.28,982.58,982.88,983.273475869504,983.273475869504,983.811479613051,983.794864526139,982.143561221352,90.72033,93.23351,48.3219,74.7,44.35757,73.3
"927","La Paz",68397,68,"Santander",9998.47570889957,9998.37688847486,9993.36191760341,9996.26729238253,9998.24451249952,9982.11650108341,9982.27941757092,9993.10232006693,9994.26102899532,9990.85252074631,9995.78046663986,9995.17283379131,9995.7043550774,9994.02172025444,9994.54794852764,9995.43467167233,9994.09333289471,9993.61843226684,9998.49307917396,9996.47628587779,9998.12400977143,9996.99124136339,9997.74880833589,9997.82396619634,9998.55807688048,9998.51183599321,9998.76831417383,9998.65670331826,9998.55846901443,9998.76686373284,9998.59186482721,9998.77204877199,9993.93011187027,9993.60728645296,9993.31170981926,9993.50304703381,9994.06056063545,9991.46229682864,9990.63397566691,9986.2039725782,9990.38401073859,9975.66286335402,9987.0741629238,9976.94425570012,9976.84380757356,9983.01002531304,9976.8967160479,9980.13260910604,9971.81253962085,9974.91995891386,94.8591725480273,94.4371747172714,94.0128724268214,94.4024215635044,94.7962180471808,94.256234381315,93.3303460772836,93.9131732837008,91.9035201620693,93.1113371479325,92.2664534536216,91.9025632167818,93.1624448483751,92.3360573621215,92.5974947539209,92.8972088149356,92.9303592202611,92.7880230473799,981.02,981.02,981.02,981.02,981.02,981.02,981.02,981.02,981.02,981.02,979.1119406,79.93061,85.43271,26.64583,63.9,19.58983,59.9
"928","La Dorada",17380,17,"Caldas",9999.06547646251,9999.07029290113,9982.30890564369,9987.74798738928,9979.46943937798,9979.30585097754,9983.52603336913,9986.69237967971,9978.62343987112,9973.33885494199,9976.09704331801,9973.5130304985,9974.56277229907,9969.81273900186,9978.13439320163,9976.84040283412,9992.681752594,9991.99300164845,9992.99592884659,9993.98776049122,9994.20120789871,9995.51796495723,9996.21317085893,9997.57899667832,9998.37112595908,9995.59886696867,9997.15180473238,9996.68307368467,9997.41856775463,9997.61351026506,9998.07447612185,9997.71215644412,9995.5500587871,9996.09473395763,9991.33314266968,9985.85091413246,9983.80723691434,9973.87559677159,9973.53408231019,9983.26679154344,9989.40028539385,9985.27637879303,9979.20929211047,9983.30309306053,9974.96584074717,9970.7862423745,9978.21339133636,9960.30219906523,9958.12489562155,9963.7300686221,94.9836933905639,95.1204955674384,95.4588636681885,94.4624316744208,95.4598768458642,94.8099631281478,94.1113964794831,94.3356113605046,93.385191395427,95.2347777287978,94.2684187594173,93.7325248819744,93.5692412092579,93.7478098580426,92.9263251140634,92.6038699538356,93.5075989173733,92.7620711433534,983.5,983.99,984.49,984.98,985.48,985.97,986.085685342893,986.370789560446,986.634405807392,986.68401792832,986.68401792832,89.33121,92.55949,49.15574,73.2,30.54903,58.7
"929","La Jagua de Ibirico",20400,20,"Cesar",9999.64525684829,9999.07718945379,9999.1365160993,9998.89632748418,9998.59676779999,9996.88210645852,9999.10148357179,9997.75008629221,9995.06138697083,9992.88960009578,9994.96555219462,9997.08764224832,9995.29373955354,9984.71009709941,9980.85914953942,9985.70394443232,9994.94658106889,9993.7173318343,9996.62760642628,9996.22664209773,9992.03667155346,9997.85702008927,9998.81565324583,9996.92897731456,9997.7035017339,9997.41122059502,9997.08633179627,9997.92522734833,9997.80310485049,9998.03089675987,9997.04410870614,9997.57246943774,9999.45853566228,9999.50072907985,9999.55630674413,9998.8631715782,9998.25079227417,9993.44849211656,9997.04770359634,9995.72212338857,9994.00129623843,9997.57240431846,9995.0197948777,9995.13018518114,9995.40740951004,9995.46401678496,9992.11463564009,9990.17326001321,9987.90755667181,9983.97269393116,95.1570450745959,94.2403666382686,94.4724032814049,94.9949016398375,94.7338339921282,94.3744362021419,95.2688068197964,94.5459508661689,94.8349330287066,92.0482668171388,90.7351869188135,90.8405635427911,92.5582455004926,92.6367027742907,91.9273461288907,93.8733855159514,92.5873795240541,92.7466330482782,975.22,975.5,975.77,976.05,976.32,976.6,977.035309877824,979.331778890042,981.398601001038,981.27339696731,982.92463724,78.8806,89.83192,30.20621,67.4,10.12263,52.1
"930","Pueblo Rico",66572,66,"Risaralda",9997.80795976199,9996.04502104581,9995.03253865656,9996.66230149905,9996.66309421087,9996.70113207622,9995.98841424787,9996.05825582606,9994.46476138223,9993.33815404664,9994.60688977225,9993.31167525515,9996.29730469508,9996.93673750554,9994.0916235529,9994.89873972264,9991.07194836963,9993.16983737696,9991.26674585892,9991.4856608345,9993.802671362,9992.63020797453,9993.98669553321,9995.19142169559,9994.00574952343,9995.22512466971,9996.87691814414,9996.5456481505,9996.51563643711,9997.05754761547,9997.33263184133,9997.6801035329,9994.7405559361,9996.01357010212,9991.79495975471,9985.42355486031,9992.65504312201,9990.64684817237,9992.55955656982,9990.85072261646,9989.77343837627,9992.00334678167,9987.26478847691,9981.17763512123,9984.83073243231,9980.60659115549,9985.46839651404,9985.27298722633,9978.94225829371,9986.39049634453,94.3142259795243,93.9136588818117,93.4730158730159,93.515741030946,93.2576394729465,93.0643127364439,93.5581993061736,93.229247178853,93.2048872365807,92.3447923228963,92.238557982968,91.9249731447146,91.2892122200126,94.2992963801441,94.2053393459423,94.9910176906016,93.240015509473,93.3245503672521,970.36,970.36,970.36,970.36,970.36,970.36,970.36,970.36,970.36,968.220696012157,964.86708569,66.25954,77.6453,18.23684,29.5,9.89265,19.9
"931","Los Palmitos",70418,70,"Sucre",9999.19423072948,9999.72733799021,9999.22207106067,9996.045080372,9998.37949402337,9996.63490320289,9994.32682938345,9994.35412382885,9995.24014986,9993.22928148252,9990.66521505778,9991.75647415482,9991.35515272706,9995.76219234273,9995.85445821123,9994.52062398652,9997.76525195883,9995.14084819535,9997.53061130386,9998.38714584275,9998.35119347621,9999.05597081374,9999.1520357542,9999.0190680397,9999.15771933323,9998.95578353347,9998.22400956539,9998.64527543241,9998.71643278415,9998.75872923378,9998.91812238699,9998.83147588046,9997.43927647017,9995.79252563641,9992.51586870324,9995.4698277344,9991.9795333958,9992.95856762372,9991.09195680852,9987.33657747678,9990.52454924563,9992.19861291046,9983.49461201921,9984.88300095537,9980.38527606708,9971.52780964041,9979.3731997098,9980.58954328801,9989.33734060113,9987.06143407684,92.5671128880471,93.270880608778,91.7750477858788,92.1153540316831,92.5601634241129,92.734996461944,93.3506834641697,92.5407925407925,92.5162916772802,91.7656696249811,92.9052751701444,92.0002036007088,92.1989394478521,92.2217197493378,91.5503875968992,91.4648861157245,91.2060967528164,91.5342054986926,974.57,975.13,975.7,976.26,976.83,977.39,978.207135877759,978.207135877759,978.519804446134,978.519804446134,979.83849793,78.04442,84.83911,20.52461,58.4,5.94499,50.2
"932","La Celia",66383,66,"Risaralda",9996.52763663546,9993.86265124739,9997.33786502295,9996.54858522253,9997.5134789236,9994.53380157874,9996.47568526391,9993.60821656232,9992.2808510026,9995.50235614101,9996.265456312,9995.29200222988,9995.55865032005,9996.42895771992,9995.13571357443,9991.88359566303,9990.86319170013,9984.79347538281,9991.06308331046,9990.75240302747,9992.32257433545,9991.87113880494,9992.95649544164,9994.27986801687,9995.96387129347,9996.06706828716,9995.74022758837,9996.5456481505,9996.76282268359,9996.91205713748,9997.11727171174,9997.61027193827,9995.36659829512,9993.80206767744,9993.88131246503,9993.26059860479,9991.47758152122,9988.72105827267,9989.58656185726,9991.11734084592,9992.2301344921,9992.73661452541,9987.16256634551,9986.0790723663,9979.95493252568,9982.88580583658,9983.65565796848,9985.1399070771,9988.43160226129,9989.51889869795,94.1084618755782,93.9136588818117,93.4730158730159,93.3717369692297,93.2576394729465,93.0643127364439,93.3878177933413,93.229247178853,93.2043455703372,92.1720100372027,92.8675986226961,91.9210467383,91.3227862899244,92.2367535714281,91.787872054842,92.4861251962734,92.2089615211705,92.3139036646068,981.74,982.47,983.2,983.93,984.66,985.39,986.157527954601,987.54177515914,987.58802278705,986.945645386404,987.66764213,87.44588,89.97968,32.11997,62.5,17.29891,48.8
"933","La Macarena",50350,50,"Meta",9999.47561783902,9999.43466142277,9999.35391880426,9997.05322007431,9997.82306948009,9998.99479244944,9999.39091026671,9997.5740740644,9998.6959150055,9998.01166197207,9998.09272183377,9998.81521259716,9998.84645181454,9997.0539044116,9998.57996716765,9996.19645965609,9986.07791369744,9990.52669497254,9998.52155270023,9990.8200824004,9984.01170315982,9986.17047978091,9997.77752336504,9995.97577349423,9997.43095015305,9997.47084128926,9992.12823160984,9995.94367206213,9998.15491726031,9998.1629933825,9996.13859289393,9990.94556990927,9997.304249636,9999.22210026349,9997.89103619828,9998.35599602618,9995.07237439505,9995.69599531461,9995.19894085834,9992.18137457975,9993.9959436608,9991.31620505642,9995.04826064597,9992.76818882336,9995.54238603597,9992.50456830616,9994.58284927033,9988.90973483674,9991.81771638807,9990.64939244901,96.5745994547216,95.0565542224481,96.2069725267883,95.9237204766766,95.5783927721274,95.7713610668735,95.1039724167134,94.9234266609651,94.5669350445697,94.5142346281532,94.2473885637466,94.0010488834533,93.8240550738068,93.4315208100467,94.2866282789507,94.1575120397268,94.3286995516831,94.2730789945477,971.68,972.31,972.94,973.57,974.2,974.83,974.83,974.83,976.579222048616,977.621868735998,979.55665054,86.83062,90.52526,25.63434,32.1,8.85245999999999,26.8
"934","Cerro de San Antonio",47161,47,"Magdalena",9999.42286091463,9999.42157455168,9999.33702992613,9999.04292729273,9999.02809742584,9999.14913362475,9997.9581772221,9999.0196908187,9999.0685617702,9997.68293105266,9998.81256109336,9998.87112817707,9997.56306921959,9996.32446597174,9997.36043593337,9996.55631612378,9998.30279271398,9998.2667511891,9997.44498995593,9997.74348871448,9997.87940739778,9998.35150596774,9998.40521759386,9998.11754766126,9998.09127096364,9998.00401637518,9997.28493951918,9998.42879218546,9998.51623702035,9998.55924071953,9998.44728306639,9998.55527640968,9999.04184379831,9999.09622848558,9997.23800450013,9996.27967322448,9996.07208094766,9992.86695466421,9997.62467627969,9991.36258727819,9996.96902039806,9997.32403342857,9997.65416308096,9992.27441717233,9995.08849288102,9989.49214003649,9991.37548471963,9992.73241288387,9984.70255521432,9984.40264400485,93.8519662113269,93.6976338365337,93.9144908427646,94.1953301008181,94.1250939927125,93.8674030939788,93.8601787461467,94.4741654479129,92.9545642260631,93.5580251633084,93.6509436594148,92.3315383671397,92.4807986638337,93.2018584608137,92.8247776595591,91.92062084138,91.6521225123981,93.0183191547548,974.33,974.9,975.47,976.04,976.61,977.18,977.18,977.528379627597,977.528379627597,977.786808051373,976.28334387,71.04668,77.27273,11.7428,37.6,7.28946999999999,35.4
"935","Samaná",17662,17,"Caldas",9999.70427830071,9999.69583148272,9989.29891740843,9998.66734049252,9998.09320071417,9998.23550936397,9998.84036797078,9997.37080081569,9996.06646209426,9996.07195063169,9998.14223951301,9997.74549863354,9998.58312427211,9995.84420855459,9997.81944678067,9996.64764158198,9985.01864783057,9985.57958549348,9989.32859445825,9984.49184746777,9989.46141971943,9993.47072040845,9997.65133210038,9997.00794018236,9997.30669697314,9997.33265239082,9996.71123864592,9997.25790133363,9997.72322949374,9998.70504226026,9998.76431052316,9997.63654520411,9997.40895560038,9998.25051903054,9998.08480422531,9997.29326566564,9997.20778491622,9994.62776163927,9992.15307148661,9994.18894898299,9996.87502098509,9995.13379787771,9996.17019581666,9994.08806447276,9993.65697538985,9995.68933195971,9994.92721648341,9987.54821987527,9990.8804209826,9993.5613345243,94.5557133262216,94.9303497337025,94.6643209532317,94.9840123113233,94.4325354699318,94.2717423416134,94.6371709130547,94.3527117084471,93.3386565917938,94.6668082744174,93.6741349570151,93.7543716227287,93.3366545557714,93.1715443117793,92.6678983184846,92.6038699538356,92.3966524886848,92.2771487887047,982.69,983.21,983.73,984.25,984.77,985.29,985.29,986.761,987.950951851238,987.985201108142,988.05318582,85.97152,89.36628,29.80769,60.1,22.12549,52.9
"936","San Francisco",86755,86,"Putumayo",9996.9679001262,9999.67032739432,9998.43290567542,9997.07575818284,9999.36798352589,9996.90097827681,9999.54124203452,9997.0068603785,9997.03307428025,9991.94444149616,9995.34393298134,9994.18575694497,9996.79630072124,9999.18035020936,9998.84489567818,9996.57300812626,9994.46116943412,9994.31507245984,9997.09373947671,9992.86706167707,9995.9470906759,9995.93502988934,9996.75107024449,9996.07974161832,9997.6484738725,9997.63081891481,9994.65994176837,9997.08041022827,9997.61106836361,9996.57644441506,9997.68338120581,9996.54542708386,9987.63154993196,9985.40369132893,9988.53659558429,9992.85384694286,9993.28253540363,9990.57037020777,9996.50534239127,9990.15502810198,9989.11432180461,9996.1278182991,9998.60884346525,9995.99632242562,9993.49614320055,9997.52162597322,9997.03324913291,9993.36626145591,9992.28324598903,9991.89922361469,94.8761437196555,95.7417567579475,95.094038763495,96.569158868667,95.5493055808121,93.8106355110274,94.690830590241,95.1177151678888,94.2273100906601,94.572864321608,92.2172407185437,94.512768244651,93.8303717384223,94.1892512632062,94.4742364187456,93.7356326970841,93.4192360791533,93.3603622515398,983.23,983.61,983.98,984.35,984.72,985.1,985.1,985.337265968758,985.337265968758,985.337265968758,986.429821853219,88.32729,94.05756,28.72865,76.5,19.27817,74.3
"937","Úmbita",15842,15,"Boyacá",9999.43609879498,9999.48631172872,9998.46838495725,9998.84091610493,9998.15052866129,9998.15600402836,9998.25192286855,9999.04237990419,9997.02309057267,9998.84148610331,9997.13555302986,9998.13804120106,9996.97664624811,9995.99928344553,9997.83664643961,9996.88246530016,9998.65910937461,9999.5345745424,9997.45899376551,9997.63880121092,9998.1302032062,9998.28385273777,9999.52250489643,9999.06285839706,9998.63764472843,9999.50809175554,9999.04036994761,9999.45095146062,9999.05012674135,9997.73670035696,9999.65258769082,9998.22084803757,9996.92621207128,9993.2766700868,9993.04936863839,9993.38430088672,9997.53676208682,9995.81146229491,9990.2321512273,9990.62649555636,9995.27695224464,9990.623177626,9986.17802341232,9987.4439987317,9983.86886446995,9992.92967431004,9983.43697720876,9987.26679716188,9989.15398188699,9991.29333769067,94.396684683296,92.4405780069361,91.9833296666792,94.2685076936131,91.7847783264847,92.2689578580096,91.6997728558684,91.6963653776932,91.8314164158377,90.5420772224365,90.2448289430337,91.0125904324457,90.556824311652,91.1061854767687,90.1680890787762,91.4146582952966,90.3903019077188,90.5896167403743,977.67,978.56,979.46,980.35,981.24,982.13,982.636025514646,982.846486264452,982.846486264452,983.159154924628,981.297231093094,84.72244,90.24345,19.84973,50.6,15.18866,46.3
